"id","permit_","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","reported_cost","community_area","census_tract","ward","latitude","longitude","location",":id",":version",":created_at",":updated_at",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k",":@computed_region_6mkv_f3dw",":@computed_region_bdys_3d7i",":@computed_region_43wa_7qmu",":@computed_region_awaf_s7ux"
"2918740","100748008","PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2018-02-20T00:00:00.000","2018-02-20T00:00:00.000","0","20","W","KINZIE ST","WORK IN EXISTING 1ST FLOOR RESTAURANT: REPAIR/REPLACE DRYWALL & INTERIOR DOORS (NO FIRE RATED DOOR REPLACEMENT)). CABINETS. MILLWORK. COUNTERTOPS. FLOORING (WOOD/TILE). TILE. INTERIOR FINISHES  ELECTRICAL PERMIT # 100747751(NO STRUCTURAL WORK)-  ALL WORK SAME AS EXISTING; SUBJECT TO FIELD INSPECTIONS","175","75","0","250","0","0","0","0","0","0","0","0","250","23000","8","81600","42","41.889352033013864","-87.62884885027287","POINT (-87.628848850273 41.889352033014)","row-53m8~a8ic_mvr3","rv-xwyb_t6mr_v9ac","2025-10-14T20:50:16.306Z","2025-10-14T21:02:02.164Z","55","37","4446","669","36","22"
"2875698","100722721","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-18T00:00:00.000","2018-02-18T00:00:00.000","0","5347","N","CLARK ST","[SELF-CERT PROJECT] RENOVATION OF AN EXISTING KITCHEN AND CONSTRUCTION OF FOOD PREP AREA, IN AN EXISTING NON-CONFORMING GENERAL RESTAURANT ON THE 1ST FLOOR, INCLUDING BASEMENT LEVEL AS PER PLANS.","967.5","75","0","1042.5","0","0","0","0","0","0","0","0","1042.5","100000","77","30800","48","41.9794144832459","-87.66814328059407","POINT (-87.668143280594 41.979414483246)","row-ffg7~wrrv~hvni","rv-hziv~t5j6-v9z2","2025-10-14T20:50:16.306Z","2025-10-14T21:00:39.662Z","15","76","22616","540","16","40"
"2918357","B100747751","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2018-02-16T00:00:00.000","2018-02-16T00:00:00.000","0","20","E","KINZIE ST","REPLACEMENT OF FIXTURES, WIRING, OUTLETS, SWITCHES, & GFI'S THROUGHOUT 1ST FLOOR RESTAURANT","75","0","0","75","0","0","0","0","0","0","0","0","75","1200","8","81500","42","41.889380890248106","-87.62722916642116","POINT (-87.627229166421 41.889380890248)","row-xvce-rkdy-k48v","rv-mkuv_sevh~ezz9","2025-10-14T20:50:16.306Z","2025-10-14T21:04:02.612Z","6","37","21182","626","36","22"
"2902422","100739183","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-30T00:00:00.000","2018-02-16T00:00:00.000","17","3253","W","LAWRENCE AVE","INTERIOR ALTERATION TO CONVERT AN EXISTING FURNITURE STORE INTO A RESTAURANT","1242","1500","0","2742","0","0","0","0","0","0","0","0","2742","60000","14","140701","33","41.968322498750275","-87.71062110937858","POINT (-87.710621109379 41.96832249875)","row-uyr2.j2p8~2m7x","rv-f4wk.vmgp.gppy","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","20","14","21849","118","20","2"
"2897044","100735950","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-16T00:00:00.000","2018-02-16T00:00:00.000","0","312","E","75TH ST","[SELF-CERTIFICATION PROJECT] ALTERATIONS TO AN EXISTING 1ST FLOOR RETAIL SPACE FOR A NEW LIMITED RESTAURANT, IN AN EXISTING BUILDING, AS PER PLANS (MABE'S DELI).","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","69","691000","6","41.75847171146341","-87.61771948187429","POINT (-87.617719481874 41.758471711463)","row-6sne~f7cx-keny","rv-4x4f_d3rc~86cv","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","61","67","21546","474","32","31"
"2918490","B100747821","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2018-02-16T00:00:00.000","2018-02-16T00:00:00.000","0","151","W","ERIE ST","DOING WORK AT RESTAURANT UNIT 141; INSTALLING CEILING-MOUNTED DECIBEL-AUDIO EQUIPMENT","75","0","0","75","0","0","0","0","0","0","0","0","75","2000","8","81700","42","41.89389377199522","-87.6331734103666","POINT (-87.633173410367 41.893893771995)","row-ic5n.9aiy.38w7","rv-pxc4~unjm~52zv","2025-10-14T20:50:16.306Z","2025-10-14T21:04:02.612Z","55","37","4446","670","36","22"
"2906574","100741682","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-03T00:00:00.000","2018-02-16T00:00:00.000","44","756","E","111TH ST","CONVERSION OF EXISTING COMMERCIAL SPACE INTO RESTAURANT. ALL WORK AS PER PLANS.","1078.47","75","0","1153.47","0","0","0","0","0","0","0","0","1153.47","150000","50","500200","9","41.69297593328423","-87.60266451724692","POINT (-87.602664517247 41.692975933284)","row-sdm3~5fgz-w9kz","rv-t5yd-tw9s_8j9v","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","19","47","21861","254","43","30"
"2848832","100706050","PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2017-07-07T00:00:00.000","2018-02-14T00:00:00.000","222","1356","W","47TH ST","GROUND UP CONSTRUCTION OF A NEW DRIVE THROUGH RESTAURANT AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","2700","150","0","2850","0","0","0","0","300","75","0","375","3225","700000","61","842600","20","41.808780247267606","-87.65995685711123","POINT (-87.659956857111 41.808780247268)","row-c65w.fn9x~ssky","rv-sc9b~6sj8.2ket","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","37","59","14924","123","4","12"
"2917358","B100747214","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2018-02-13T00:00:00.000","2018-02-13T00:00:00.000","0","1500","N","CLYBOURN AVE","REMOVE FURNITURE, LIGHT FIXTURES, AND EQUIPMENT ON THE 2ND FLOOR OF AN EXISTING RESTAURANT IN A MIXED USE BUILDING.","75","0","0","75","0","0","0","0","0","0","0","0","75","200000","8","80500","27","41.90856013536843","-87.64645268572522","POINT (-87.646452685725 41.908560135368)","row-rm76~gsvf_yj6s","rv-4tcp~6tqj.7s77","2025-10-14T20:50:16.306Z","2025-10-14T21:04:02.612Z","54","37","14926","108","46","41"
"2887248","100729925","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-13T00:00:00.000","2018-02-13T00:00:00.000","0","1300","W","CERMAK RD","SELF-CERT: INTERIOR RENOVATION OF EXISTING RETAIL SPACE IN EXISTING I STORY, I-C BUILDING FOR NEW FAST FOOD RESTAURANT (SUBWAY SANDWICH RESTAURANT) AS PER PLANS CURRENT USE: RETAIL/PROPOSED USE: RETAIL","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","80000","31","310600","25","41.85256485189594","-87.65878714550385","POINT (-87.658787145504 41.852564851896)","row-n3kw-7djv_dsry","rv-u4pc~y3un.kwta","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","43","33","14920","365","26","8"
"2907775","100742274","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-13T00:00:00.000","2018-02-13T00:00:00.000","0","1734","W","119TH ST","SELF-CERT PERMIT FOR INTERIOR BUILD OUT OF FORMER RESTAURANT SPACE TO SPA SERVICES. BUILD OUT INCLUDES DEMOLITION OF ALL PREVIOUS BUILD OUT, CONSTRUCTION OF WAITING AREA AND RECEPTION, INSTALLATION OF 2 TOILETS AND LAVATORIES, 2 CHANGING ROOMS, HI-LOW DRINKING FOUNTAIN, UTILITY ROOM WITH WATER HEATER, UTILITY SINK AND WASHER DRYER,","750","75","0","825","0","0","0","0","0","0","0","0","825","50000","75","750500","34","41.677579867765544","-87.66517498221688","POINT (-87.665174982217 41.677579867766)","row-ugdz-rh2e-swr7","rv-gt3m-c688-f8wn","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","13","74","22212","378","22","45"
"2896705","100735755","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-27T00:00:00.000","2018-02-09T00:00:00.000","13","600","N","CLARK ST","EXISTING RESTAURANT, C1-LARGE ASSEMBLY. RENOVATION AND NEW DINING ROOM ADDITION TO BE C1 - LARGE ASSEMBLY. NEW CANOPY WITH PV PANELS INSTALL. AND FOUNDATION FOR CANOPY INCLUDING DEEP FOUNDATION NOT IN SCOPE - TO BE SUBMITTED UNDER A SEPARATE PERMIT. **CERTIFIED PLAN CORRECTIONS**","12190.4","400","0","12590.4","0","0","0","0","0","0","0","0","12590.4","8000000","8","81700","42","41.89246403299273","-87.631294885907","POINT (-87.631294885907 41.892464032993)","row-w3cg-ae94.dkfj","rv-4x2i_tqmg_8p48","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","55","37","4446","670","36","22"
"2905922","100741297","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-27T00:00:00.000","2018-02-08T00:00:00.000","12","1541","W","BRYN MAWR AVE","EXPANSION OF AN EXISTING RESTAURANT/BAR OCCUPANCY F INTO AN EXISTING NEIGHBORING MERCANTILE STOREFRONT.  THE SCOPE INCLUDES: PROVIDING TWO CONNECTIONS TO THE EXISTING RESTAURANT AT THE DINING ROOM AND BACK OF HOUSE KITCHEN AREA, RELOCATING THE EXISTING KITCHENS DISH WASHING INTO THE NEW SPACE, EXPANDING THE PREP AREA IN THE EXISTING KITCHEN, AND REPLACING THE EXISTING CORNER DOOR WITH STOREFRONT WINDOW.FORMERLY AN OCCUPANCY F MERCANTILE SUBWAY RESTAURANT, MOST OF THE EXISTING SERVICES WILL REMAIN INCLUDING THE TWO BATHROOMS, WALK-IN REFRIGERATOR, MECHANICAL AND ELECTRICAL SYSTEM, AND GENERAL LIGHTING.  NEW FINISHES, FIXTURES, AND DECORATIVE LIGHTING WILL BE ADDED TO THE SPACE TO ACCOMMODATE THE NEW LAYOUT.THESE DRAWINGS REFLECT BOTH EXISTING AND NEW CONDITIONS FOR A COMPLETE VIEW OF THE NEW EXPANDED RESTAURANT.","747.56","75","0","822.56","0","0","0","0","0","0","0","0","822.56","30000","77","30900","40","41.98337720201868","-87.66910121024421","POINT (-87.669101210244 41.983377202019)","row-e3zi-u39z_94nr","rv-6rht-jkuw~3eiv","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","15","76","22616","564","24","46"
"2915038","100745993","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-07T00:00:00.000","2018-02-07T00:00:00.000","0","1913","W","NORTH AVE","SELF CERT: INTERIOR RESTAURANT BUILD-OUT IN EXISTING WHITE BOX SPACE, C-2 SMALL ASSEMBLY, TYPE III-B CONSTRUCTION. NEW WOOD DECK AT GROUND LEVEL.","1718.98","75","0","1793.98","0","0","0","0","0","0","0","0","1793.98","200000","24","241500","2","41.91040566941239","-87.67558657129689","POINT (-87.675586571297 41.910405669412)","row-7zza~gdwq_vw2j","rv-pui7-zbyj.m5kj","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","4","25","21560","482","11","24"
"2902912","100739471","PERMIT - NEW CONSTRUCTION","DIRECT DEVELOPER SERVICES","2018-02-05T00:00:00.000","2018-02-07T00:00:00.000","2","4346","N","HONORE ST","***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED FIVE (5) STORY 38 DWELLING UNIT (OF WHICH FOUR (4) DWELLING UNITS WILL BE ONSITE AFFORDABLE UNITS) RESIDENTIAL BUILDING WITH GROUND FLOOR COMMERCIAL (RESTAURANT) AS PER PLANS","22506.66","1267","13233","37006.66","0","0","0","0","0","0","0","0","37006.66","10000000","5","50100","47","41.96108064911491","-87.67536363619983","POINT (-87.6753636362 41.961080649115)","row-kwbt_ji9g-t79m","rv-bsic-97gq~qb99","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","53","46","21186","622","18","13"
"2897516","100736240","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-07T00:00:00.000","2018-02-07T00:00:00.000","0","2813","N","BROADWAY","SELF CERTIFICATION: NEW INTERIOR RESTAURANT BUILD OUT IN EXISTING ONE STORY BUILDING AS PER PLANS.","3000","75","0","3075","0","0","0","0","0","0","0","0","3075","700000","6","63301","44","41.933180956659406","-87.64464941489626","POINT (-87.644649414896 41.933180956659)","row-kfxm.3xnf_h6mp","rv-xk5g.i6ma_qyfz","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","22","57","21190","102","25","38"
"2864266","100715544","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-12-21T00:00:00.000","2018-02-06T00:00:00.000","47","838","W","KINZIE ST","INTERIOR BUILDOUT AND RENOVATION OF AN EXISTING 1 STORY (G) INDUSTRIAL BUILDING.THE PROJECT INCLUDES: (G-2)BREWERY, (C-2)RESTAURANT, AND OTHER RELATED ANCILLARY SPACES INCLUDING A MEZZANINE LEVEL AS PER PLANS.","9195","150","0","9345","0","0","0","0","0","0","0","0","9345","1525000","24","243500","27","41.88913510926819","-87.64905166297672","POINT (-87.649051662977 41.889135109268)","row-gu39-tdiy_as4c","rv-zq7g~vp5c_bibk","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","49","25","22620","522","46","41"
"2887070","100729825","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-06T00:00:00.000","2018-02-06T00:00:00.000","0","1012","W","RANDOLPH ST","SELF CERT COMM. - FIRST FLOOR AND LOWER LEVEL - EXIST. AND PLANNED OCCUPANCY AA.1 LIMITED RESTAURANT - RENOVATE EXISTING RETAIL SUITE TO NEW RESTAURANT PER ATTACHED PLANS.","879.86","75","0","954.86","0","0","0","0","0","0","0","0","954.86","100000","28","833000","27","41.88442576290219","-87.65268988514183","POINT (-87.652689885142 41.884425762902)","row-cqkk_tzjj.qi5t","rv-zf7x~2uny~7ait","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","44","29","14917","63","46","41"
"2904638","100740469","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-05T00:00:00.000","2018-02-05T00:00:00.000","0","675","N","WELLS ST","SELF-CERT PROJECT: FIRST-TIME TENANT BUILD-OUT OF A NEW 2,867 SQ.FT. CAFE RESTAURANT IN AN EXISTING FIRST FLOOR CLASS F MERCANTILE SPACE OF A 15 STORY BUILDING, CONSTRUCTION TYPE 1-A . NO CHANGE IN ZONING OR OCCUPANCY CLASSIFICATION.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","250000","8","81700","42","41.8946097585502","-87.63400082325285","POINT (-87.634000823253 41.89460975855)","row-mafx~2bb2.fc52","rv-6vgv-ijxt-4sbq","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","55","37","4446","670","36","22"
"2903727","100739938","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-12-28T00:00:00.000","2018-02-05T00:00:00.000","39","17","W","ADAMS ST","INSTALLATION OF EXTERIOR IN GROUND GREASE SEPARATOR AND ASSOCIATED PIPING.NO CHANGE IN EXISTING USE AS RESTAURANT WITH INCIDENTAL LIQUOR PER PLANS.        **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **","500","75","0","575","0","0","0","0","0","0","0","0","575","15000","32","839100","42","41.879341938770445","-87.62841188861722","POINT (-87.628411888617 41.87934193877)","row-rbtm-kce5-w5t6","rv-4mj4_aaab_ih59","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","29","38","14912","92","36","22"
"2902881","100739450","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-02T00:00:00.000","2018-02-02T00:00:00.000","0","6462","N","SHERIDAN RD","SELF-CERT: INTERIOR BUILD-OUT OF NEW, GROUND FLOOR ALOHA POKE RESTAURANT AS PER PLANS (775 SF).","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","310000","1","10503","49","41.99994448514836","-87.66083928299658","POINT (-87.660839282997 41.999944485148)","row-qkym_cu3d-zvq5","rv-j6hr~b8k5.b6v4","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","9","10","21853","48","5","46"
"2888586","100730769","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-11-14T00:00:00.000","2018-02-02T00:00:00.000","80","1758","W","18TH ST","RESTAURANT INTERIOR REHAB. TO REPLACE ONE EXISTING TOILET AND TO ADD ONE NEW HANDICAP TOILET AS PER PLANS IN EXISTING TWO STORY WITH BASEMENT BRICK BUILDING. WORK TO BE DONE AT RESTAURANT ONLY. 2 EXISTING RESIDENTIAL UNITS N.I.C. INCLUDES: ARCHITECTURAL, ELECTRICAL AND PLUMBING","750","75","0","825","0","0","0","0","0","0","0","0","825","15000","31","310800","25","41.857836090111526","-87.67100647272235","POINT (-87.671006472722 41.857836090112)","row-x6ka-9tx8_mv3g","rv-qcep.tx79.nizu","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","43","33","14920","343","26","8"
"2889201","100731132","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-11-27T00:00:00.000","2018-02-01T00:00:00.000","66","401","N","MILWAUKEE AVE","INSTALL NEW GRILL DINING TABLES IN EXISTING RESTAURANT AS PER PLAN, NEW EXHAUST SYSTEM, NEW MAKE-UP AIR SYSTEM, EXISTING OCCUPANCY C-2 TO REMAIN.    **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **","1767","150","0","1917","0","0","0","0","0","0","0","0","1917","25000","24","842300","27","41.88915334947639","-87.64427853741105","POINT (-87.644278537411 41.889153349476)","row-wcjh.847x.bb9b","rv-xh76_e9t7~kge7","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","55","25","4446","109","36","22"
"2913737","100745294","PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2018-01-30T00:00:00.000","2018-01-30T00:00:00.000","0","4949","N","BROADWAY","REPLACE ONE CONDENSING UNIT WITH ONE, 3 TON, AIR COOLED, REMOTE, R410A, RHEEM CONDENSING UNIT, LOCATED ON THE ROOF, AND SERVING A RESTAURANT.","300","0","0","300","0","0","0","0","0","0","0","0","300","0","3","31200","48","41.97296305102543","-87.65962861977975","POINT (-87.65962861978 41.972963051025)","row-vvai-c47d~wgdg","rv-582v~mmkn-n25n","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","15","31","22616","634","16","40"
"2905071","100740762","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-01-29T00:00:00.000","2018-01-29T00:00:00.000","0","8548","S","COTTAGE GROVE AVE","SELF CERTIFIED BUILD-OUT OF EXISTING RETAIL SPACE TO RESTAURANT","3816.72","75","0","3891.72","0","0","0","0","0","0","0","0","3891.72","100000","44","440202","6","41.73887626261172","-87.60503188614135","POINT (-87.605031886141 41.738876262612)","row-n5gj-img3~rnue","rv-bhg5-b6x2~gemu","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","61","40","21546","140","32","31"
"2873207","100721120","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-10-30T00:00:00.000","2018-01-25T00:00:00.000","87","2575","N","CLYBOURN AVE","INTERIOR AND EXTERIOR RENOVATIONS TO EXISTING ONE STORY TACO BELL RESTAURANT AS PER PLANS **CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","932.31","75","0","1007.31","0","0","0","0","0","0","0","0","1007.31","270000","7","70700","32","41.928669020585914","-87.67377920462141","POINT (-87.673779204621 41.928669020586)","row-pzby-7xpp~qzb2","rv-w28i~85sz-fe94","2025-10-14T20:50:16.306Z","2025-10-14T21:01:58.059Z","16","68","21190","743","40","16"
"2849374","100706406","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-06-12T00:00:00.000","2018-01-25T00:00:00.000","227","3410","W","31ST ST","RESTAURANT WITH LIQUOR, NEW BATHROOMS ADDITIONS, AND NEW REFRIGERATION(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","15000","30","301600","22","41.83724568169351","-87.71023406419157","POINT (-87.710234064192 41.837245681694)","row-4fdg_ai98_4bj4","rv-c5py-waun_f5h2","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","57","32","21569","312","28","14"
"2908817","100742801","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-01-23T00:00:00.000","2018-01-23T00:00:00.000","0","600","E","GRAND AVE","INTERIOR ALTERATION FOR THE INSTALLATION OF A NEW WALK-IN COOLER, MODIFICATION TO EXISTING SERVICE STATION AND ASSOCIATED EQUIPMENT, AND ALTERATION TO EXISTING BAR 'A' FOR A NEW UPRIGHT COOLER AT SUITE G17-18-19.  EXISTING USE IS RESTAURANT, NO CHANGE.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","10000","8","81402","42","41.892094136861786","-87.61156988394656","POINT (-87.611569883947 41.892094136862)","row-5qkk~5d85-5ys2","rv-zvec.rn3z~4nm4","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","6","37","21182","534","36","22"
"2899795","100737587","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-01-19T00:00:00.000","2018-01-22T00:00:00.000","3","9","W","WALTON ST","SELF-CERT: NEW RESTAURANT BUILD-OUT ON THE FIRST AND SECOND LEVEL IN EXISTING HIGH RISE AS PER PLANS","5855.75","1500","0","7355.75","0","0","0","0","0","0","0","0","7355.75","1","8","81100","2","41.89982152577314","-87.62869924805086","POINT (-87.628699248051 41.899821525773)","row-62ep_nkyd.xp84","rv-mwrh~mctm~jrb4","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","54","37","14926","230","11","22"
"2898463","100736820","PERMIT - SIGNS","SIGN PERMIT","2018-01-04T00:00:00.000","2018-01-20T00:00:00.000","16","4710","N","RAVENSWOOD AVE","HAND PAINTED NON-ILLUMINATED SIGN ON EAST ELEVATION (RESTAURANT - 14' X 3'5"" - 48 SQFT)","50","200","0","250","0","0","0","0","0","0","0","0","250","1000","4","830800","47","41.96735784868535","-87.67481911770908","POINT (-87.674819117709 41.967357848685)","row-y4n3-396z~jhph","rv-sgxs.dffn~p855","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","15","6","22616","225","18","13"
"2899207","100737254","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-01-19T00:00:00.000","2018-01-19T00:00:00.000","0","614","W","DIVERSEY PKWY","SELF-CERT: REVISION TO PERMIT 100722121 TO INCLUDE INTERIOR ALTERATIONS TO EXISTING RESTAURANT. STRUCTURAL PEER REVIEW INCLUDED. EXISTING/PROPOSED USE: MERCANTILE","750","75","0","825","0","0","0","0","0","0","0","0","825","100000","6","63301","44","41.93291687750861","-87.64457163885304","POINT (-87.644571638853 41.932916877509)","row-axp5~ybg8.2irs","rv-hdey.zz5b_rrz2","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","22","57","21190","102","25","38"
"2892473","100733032","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-11-28T00:00:00.000","2018-01-18T00:00:00.000","51","212","N","GREEN ST","TENANT BUILD OUT FOR NEW RESTAURANT LOCATED ON THE FIRST FLOOR AND BASEMENT. STRUCTURAL AND MEP WORK INVOLVED. TOTAL AREA OF WORK: 9,611 SF (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)","5766.6","75","0","5841.6","0","0","0","0","0","0","0","0","5841.6","960000","28","833000","27","41.88608349179427","-87.6488012338551","POINT (-87.648801233855 41.886083491794)","row-mgsw~2mem_dm7h","rv-ppgs~j4xz~9pgd","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","44","29","14917","63","46","41"
"2794666","100673941","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2016-11-29T00:00:00.000","2018-01-17T00:00:00.000","414","10637","S","WESTERN AVE","REVISION TO PERMIT #100575413 CHANGE TO DRIVE THRU FROM 1 TO 2 FOR THE EXIST. RESTAURANT.","500","75","0","575","0","0","0","0","0","0","0","0","575","50000","72","720600","19","41.69979669281655","-87.68126405077864","POINT (-87.681264050779 41.699796692817)","row-8xen.7rhu-4qeb","rv-64zr~xdba_jsat","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","13","71","22212","609","42","33"
"2910271","100743568","PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2018-01-16T00:00:00.000","2018-01-16T00:00:00.000","0","4003","W","ARMITAGE AVE","REPLACE TWO EXISTING SPLIT SYSTEMS WITH TWO RUUD 5 TON SPLIT SYSTEMS, AIR COOLED, R410A, LOCATED AT THE REAR OF THE BUILDING.THE UNITS SERVE A RESTAURANT.","150","0","0","150","0","0","0","0","0","0","0","0","150","0","20","831200","35","41.91705432233081","-87.72670903600198","POINT (-87.726709036002 41.917054322331)","row-xxyp.739k.eb8c","rv-xitu-mmip-buvj","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","2","21","22615","135","12","27"
