"id","permit_","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","reported_cost","community_area","census_tract","ward","latitude","longitude","location",":id",":version",":created_at",":updated_at",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k",":@computed_region_6mkv_f3dw",":@computed_region_bdys_3d7i",":@computed_region_43wa_7qmu",":@computed_region_awaf_s7ux"
"2924478","100751550","PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2018-03-13T00:00:00.000","2018-03-13T00:00:00.000","0","1510","N","WELLS ST","COSMETIC FINISHES RENOVATION FOR (1) 2 STORY EXISTING RESTAURANT: MILL WORK. TILE. FLOORING (WOOD/TILE). PAINT. REPLACE PLUMBING FIXTURES WITH ASSOCIATED PIPING ON SAME ROUGH IN'S- -(NO STRUCTURAL WORK) (NO ALTERATIONS) (NO ADDITIONS)- ELECTRICAL PERMIT # 100751371-  ALL WORK SAME AS EXISTING; SUBJECT TO FIELD INSPECTIONS","475","75","0","550","0","0","0","0","0","0","0","0","550","350886","8","80300","27","41.90952854097662","-87.63480573981997","POINT (-87.63480573982 41.909528540977)","row-dpai~7f4h-hea8","rv-2r7n-3qi3.hhxw","2025-10-14T20:50:16.306Z","2025-10-14T21:02:02.164Z","54","37","14926","290","46","41"
"2903215","100739643","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-12-27T00:00:00.000","2018-03-13T00:00:00.000","76","1306","E","47TH ST","PROPOSED BUILD-OUT TO EXISTING FIRST FLOOR TENANT SPACE NEW RESTAURANT PIZZERIA BUILD-OUT SMALL ASSEMBLY NO WORK TO EXTERIOR FAÇADE NEW ELECTRICAL SERVICE TO TENANT SPACE NEW FIXTURES SHOWN NEW RTU MECHANICAL SERVICE NEW PLUMBING STRUCTURAL REINFORCEMENTS AS PER PLANS","1575.14","75","0","1650.14","0","0","0","0","0","0","0","0","1650.14","75000","39","390100","4","41.809775293809125","-87.59473652376485","POINT (-87.594736523765 41.809775293809)","row-9ffv.b3ha.arjg","rv-9kec.rjvh~ci5a","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","36","5","4301","450","10","1"
"2918175","100747656","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-03-12T00:00:00.000","2018-03-12T00:00:00.000","0","5700","S","CICERO AVE","SELF CERT; TENANT BUILD-OUT OF A 1,000 SQ. FT. FAST FOOD RESTAURANT SUSHI BAR AND LIQUOR BAR IN A NEWLY RENOVATED EXISTING FOOD COURT","750","75","0","825","0","0","0","0","0","0","0","0","825","700000","56","980100","23","41.789329323265385","-87.74164564419637","POINT (-87.741645644196 41.789329323265)","row-uf4z-44tc_enb4","rv-qd5f_yhy2-ckjk","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","7","53","22268","86","6","35"
"2919345","100748348","PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2018-03-09T00:00:00.000","2018-03-09T00:00:00.000","0","5310","W","DEVON AVE","PERMIT EXPIRES ON 05/09/2018 ERECTION STARTS: 3/10/2018, ERECTION ENDS: 3/12/2018.  SELF CERT - ACAR NEEDED. CITY EDGE RESTAURANT- ST PATRICK DAY TENT REINSTATEMENT. SAME TENT AND LAYOUT AS 2017 PERMIT 100693537. 1- 30X50 FRAME POLE TENT. INDESTRUCTO RENTAL CO.*SELF CERTIFIED TENT ** CONDITIONAL APPROVAL ** SUBJECT TO FIELD INSPECTION ** AOR CERTIFICATION OF INSPECTION REQUIRED","250","75","0","325","0","0","0","0","0","0","0","0","325","2000","12","120200","41","41.997435233866156","-87.76125861652775","POINT (-87.761258616528 41.997435233866)","row-xr2s.h3q3_qx7n","rv-tbey~k44k.xpg6","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","18","12","22532","782","29","34"
"2907200","100742007","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-31T00:00:00.000","2018-03-09T00:00:00.000","37","5121","S","HARPER AVE","INTERIOR BUILDOUT OF EXISTING RETAIL SPACE FOR EXPANSION OF EXISTING RESTAURANT AT GRADE, EXISTING 14 STORY TYPE 1A CONSTRUCTION BUILDING  PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","30000","41","410100","4","41.80176552659065","-87.58899444039193","POINT (-87.588994440392 41.801765526591)","row-ymqu~2525-rptt","rv-qqg4.f2vi.hvj8","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","10","8","21192","405","10","1"
"2918597","100747911","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-03-08T00:00:00.000","2018-03-09T00:00:00.000","1","1644","E","53RD ST","SELF CERT: INTERIOR BUILD-OUT OF RESTAURANT IN EXISTING TENANT SPACE OF 1-STORY COMMERCIAL BUILDING, TYPE III-B CONSTRUCTION WITH A CHANGE IN OCCUPANCY FROM E-BUSINESS TO F-MERCANTILE.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","41","410100","5","41.79970465653982","-87.58502960921741","POINT (-87.585029609217 41.79970465654)","row-cvv7-ykvq~wqfn","rv-kkqr~hm8j~zide","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","10","8","21192","405","33","1"
"2918412","100747784","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-03-08T00:00:00.000","2018-03-08T00:00:00.000","0","1566","N","DAMEN AVE","SELF-CERT PROJECT REVISION TO PERMIT 100741055 TO AN EXISTING 1T FLOOR RESTAURANT SPACE TO INCLUDE MECHANICAL, PLUMBING & ELECTRICAL REVISIONS AS PER PLANS (NO CHANGE IN USE)","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","1","24","241400","1","41.910180188826125","-87.67759242074335","POINT (-87.677592420743 41.910180188826)","row-sbfp~ya6u~q5xg","rv-ru24~p49b~byva","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","4","25","21560","481","41","24"
"2917239","100747168","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-03-08T00:00:00.000","2018-03-08T00:00:00.000","0","323","E","WACKER DR","SELF-CERT PROJECT (ALTERATION TO EXISTING AUXILIARY KITCHEN AND OFFICE ROOM ON LOWER LEVEL SERVING EXISTING GROUND FLOOR RESTAURANT (C2 ASSEMBLY) NO CHANGE IN OCCUPANCY NOR ANY CHANGES TO EXISTING HOODS. WORK LIMITED TO HVAC, ELECTRICAL, PLUMBING, AND MINOR CARPENTRY.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","85000","32","320100","42","41.887556040948596","-87.61965509328479","POINT (-87.619655093285 41.887556040949)","row-5y75~4vti~v2xu","rv-k3vv~9sjj_ngtt","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","42","38","14309","580","36","22"
"2896296","100735510","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-02-28T00:00:00.000","2018-03-08T00:00:00.000","8","5614","N","CLARK ST","INTERIOR REMODEL TO LOBBY AND DINING AREA OF AN EXISTING 1-STORY MCDONALD'S RESTAURANT - WORK TO INCLUDE REMOVAL OF NON-LOAD BEARING PARTITIONS, CEILING GRID REPLACEMENT AND APPLICABLE ELECTRICAL WORK. NO MECHANICAL, PLUMBING OR STRUCTURAL WORK INVOLVED. AREA OF WORK 1,930 SQ FT.","882.98","75","0","957.98","0","0","0","0","0","0","0","0","957.98","1","77","30400","40","41.983952200630576","-87.66900616354508","POINT (-87.669006163545 41.983952200631)","row-hbvh.muz6.x77r","rv-aesh.b22v_kibu","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","14","76","4451","538","24","46"
"2877206","100723597","PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2017-11-16T00:00:00.000","2018-03-08T00:00:00.000","112","1054","W","ARGYLE ST","REVISION TO PERMIT #100594795 FOR ALTERATIONS TO ONE STORY RESTAURANT AS PER PLANS. (ALSO KNOWN AS 1062-1068 W ARGYLE ST)","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","3","31200","48","41.97339174076077","-87.65711430438586","POINT (-87.657114304386 41.973391740761)","row-2hcn.phdz.3z6y","rv-95fh_9qxj_vfb8","2025-10-14T20:50:16.306Z","2025-10-14T21:00:39.662Z","15","31","22616","634","16","40"
"2917191","100747135","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-03-08T00:00:00.000","2018-03-08T00:00:00.000","0","2138","S","INDIANA AVE","INTERIOR RENOVATION OF EXISTING RETAIL SPACE ON GROUND FLOOR IN EXISTING MULTI STORY MIXED USE BUILDING FOR NEW FAST FOOD RESTAURANT (SUBWAY SANDWICH RESTAURANT) AS PER PLANS CURRENT USE: RETAIL/PROPOSED USE: RETAIL","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","80000","33","330100","3","41.853078001271854","-87.62238429660253","POINT (-87.622384296603 41.853078001272)","row-7kyy~yv8j-ggk2","rv-6jtz.6q4v_saiu","2025-10-14T20:50:16.306Z","2025-11-10T13:19:47.292Z","40","34","21194","374","9","48"
"2866439","100716882","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-09-11T00:00:00.000","2018-03-07T00:00:00.000","177","2912","W","MADISON ST","NEW RESTAURANT IN EXISTING FIRST FLOOR COMMERCIAL SPACE.   NEW REAR 1 STORY ADDITION AND NEW OPEN STEEL PORCH AND ROOFTOP DECK.  INTERIOR ALTERATIONS AND REPLACEMENT OF INTERIOR FINISHES TO THE EXISTING SECOND FLOOR RESIDENTIAL SPACE.  UPGRADES TO MECHANICAL ELECTRICAL AND PLUMBING SYSTEMS.     **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **","2000","150","0","2150","0","0","0","0","0","0","0","0","2150","45000","27","837000","27","41.88115629287571","-87.69931552176783","POINT (-87.699315521768 41.881156292876)","row-zw2n.kdbe-azjr","rv-6ndf.9v6f_xadk","2025-10-14T20:50:16.306Z","2025-10-14T21:01:56.068Z","28","28","21184","51","46","48"
"2892775","100733212","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-12-27T00:00:00.000","2018-03-07T00:00:00.000","70","5425","N","CLARK ST","INTERIOR AND EXTERIOR ALTERATIONS TO EXISTING FIRST FLOOR RETAIL RESTAURANT SPACE FOR NEW RESTAURANT TENANT","2526.72","75","1125","3726.72","0","0","0","0","0","0","0","0","3726.72","1","77","30800","48","41.980513113428316","-87.66818414413196","POINT (-87.668184144132 41.980513113428)","row-kq83~4wzz~dsw2","rv-4qfk-wdap.fx2p","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","15","76","22616","540","16","40"
"2900532","100738022","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-12-06T00:00:00.000","2018-03-07T00:00:00.000","91","3059","W","DIVERSEY AVE","INTERIO RESTAURANT BUILD OUT , GROUND FL AND BASEMENT PER PLANS","2393.64","75","2","2470.64","0","0","0","0","0","0","0","0","2470.64","250000","22","220500","32","41.931931418347624","-87.70491837300517","POINT (-87.704918373005 41.931931418348)","row-vq4x-bhkx.2k8k","rv-r2dx~ij2x-gmgg","2025-10-14T20:50:16.306Z","2025-10-14T20:58:52.445Z","1","23","22535","549","40","15"
"2910077","100743462","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-02-06T00:00:00.000","2018-03-06T00:00:00.000","28","500","N","MILWAUKEE AVE","FIRST TIME TENANT BUILDOUT OF A NEW RESTAURANT LOCATED ON THE GROUND FLOOR OF AN EXISTING 4-STORY BUILDING. SCOPE OF WORK INVOLVES MEP AND NEW KITCHEN AS PER PLANS. AREA OF WORK 3146 SQ FT.","1434.72","75","0","1509.72","0","0","0","0","0","0","0","0","1509.72","450000","24","243500","27","41.89114627169734","-87.64777460811625","POINT (-87.647774608116 41.891146271697)","row-hksa-9xf6.kie6","rv-ydd4~xh73.hxmg","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","49","25","22620","522","46","41"
"2915655","100746310","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-02-27T00:00:00.000","2018-03-06T00:00:00.000","7","3636","N","CLARK ST","REVISION TO EXISTING PERMIT #100716154INFILL TO EXISTING STAIR OPENING ON 2ND FLOOR OF RESTAURANT.NO CHANGE IN OCCUPANCY OR USE.PEER REVIEW APPROVED - A1A DESIGN GROUP DATED 01.24.18","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","25000","6","61100","44","41.94811785164419","-87.65742192017119","POINT (-87.657421920171 41.948117851644)","row-6f7b.qh37~3b3d","rv-2caa~8xea~fs4n","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","53","57","21186","691","25","38"
"2921910","B100749909","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2018-03-03T00:00:00.000","2018-03-03T00:00:00.000","0","30","E","HUBBARD ST","RESTAURANT - REPLACE 50 EXISTING LIGHT FIXTURES TO NEW ONE . REPLACE EXISTING 15 RECEPTACLES FOR NEW ONE . REUSE EXISTING CIRCUITS.","75","0","0","75","0","0","0","0","0","0","0","0","75","1","8","81500","42","41.89019627869941","-87.62673545281827","POINT (-87.626735452818 41.890196278699)","row-zuky_4nqc.nfb3","rv-9b2a.3srz-tepa","2025-10-14T20:50:16.306Z","2025-10-14T21:04:02.612Z","6","37","21182","626","36","22"
"2919164","100748248","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-02-23T00:00:00.000","2018-03-01T00:00:00.000","6","15","W","DIVISION ST","DX-7 STRUCTURAL ASSESSMENT, DEMOLITION/CONSTRUCTION TO EXISTING UNOCCUPIED ROOF PLATFORM AT 2ND FLOOR OF EXISTING RESTAURANT TO CORRECT VIOLATIONS PER PLANS.","500","75","0","575","0","0","0","0","0","0","0","0","575","30000","8","81100","2","41.90382087918895","-87.62932852980815","POINT (-87.629328529808 41.903820879189)","row-3wc2-5uqh.twqc","rv-exsy-5ays_v767","2025-10-14T20:50:16.306Z","2025-10-14T21:02:02.164Z","54","37","14926","230","11","22"
"2908818","100742802","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-28T00:00:00.000","2018-02-28T00:00:00.000","0","11601","W","TOUHY AVE","SELF-CERT. TENANT BUILDOUT. F-MERCANTILE. BURGER FEDERATION. NEW BURGER FEDERATION RESTAURANT IN STINGER BRANCH OF TERMINAL 3 OF CHICAGO'S O'HARE INTERNATIONAL AIRPORT.","750","75","0","825","0","0","0","0","0","0","0","0","825","1200000","76",,"41","42.008536400868735","-87.91442843927047","POINT (-87.91442843927 42.008536400869)","row-25mf.8ufn.eivm","rv-ds9t.ibqm~8ddv","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z",,,"16197","170",,
"2920695","B100749177","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2018-02-27T00:00:00.000","2018-02-28T00:00:00.000","1","1012","W","RANDOLPH ST","CHANGE OF ELECTRICAL CONTRACTOR ON BUILDING PERMIT #100729825 FOR THE ROTI RESTAURANT","150","0","0","150","0","0","0","0","0","0","0","0","150",,"28","280200","27","41.88442576290219","-87.65268988514183","POINT (-87.652689885142 41.884425762902)","row-hqs7.ntsu-yty4","rv-emgn~fmsj~g5sc","2025-10-14T20:50:16.306Z","2025-10-14T21:04:02.612Z","44","29","14917","63","46","41"
"2919676","100748534","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-28T00:00:00.000","2018-02-28T00:00:00.000","0","219","N","GREEN ST","SELF CERT INTERIOR ALTERATIONS FOR A NEW RESTAURANT. INTERIOR WORK ONLY. SQ. FT. OF WORK: 2558","1585.96","75","0","1660.96","0","0","0","0","0","0","0","0","1660.96","385000","28","833000","27","41.88628211684129","-87.64851477973815","POINT (-87.648514779738 41.886282116841)","row-udn9-f8mh-c449","rv-6c4b-uknm.xjey","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","44","29","14917","63","46","41"
"2917155","100747103","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-02-22T00:00:00.000","2018-02-28T00:00:00.000","6","151","W","ERIE ST","REVISION TO PERMIT #100730096. ADDITION OF A/V CLOSET, RECONFIGURATION OF SEATING ON NORTH WALL, AND MEP REVISIONS PER PLAN FOR INTERIOR TENANT BUILD OUT NEW SMALL ASSEMBLY RESTAURANT WITHIN AN EXISTING TYPE I-A, 6-STORY MIXED USE BUILDING. AREA OF WORK LIMITED TO ONE STORY TENANT SPACE PER PLANS - REMAINDER OF BUILDING N.I.C. EXISTING TO REMAIN. NO CHANGE IN USE OR OCCUPANCY.","1500","75","2","1577","0","0","0","0","0","0","0","0","1577","1100000","8","81700","42","41.89389377199522","-87.6331734103666","POINT (-87.633173410367 41.893893771995)","row-p8h3_9b3e-umtp","rv-k9ip-vyaq-9xfp","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","55","37","4446","670","36","22"
"2919452","100748428","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-28T00:00:00.000","2018-02-28T00:00:00.000","0","1","E","ERIE ST","DX-12 INTERIOR ALTERATIONS FOR 1ST FLOOR RESTAURANT PER PLANS. BRIGHTWOK KITCHEN","893.55","75","0","968.55","0","0","0","0","0","0","0","0","968.55","100000","8","81500","42","41.89396426830079","-87.62806283000644","POINT (-87.628062830006 41.893964268301)","row-uxc5-atv2.b72i","rv-yisa_sub5~f4tr","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","6","37","21182","626","36","22"
"2915130","100746025","PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2018-02-27T00:00:00.000","2018-02-27T00:00:00.000","0","3471","N","ELSTON AVE","PERMIT EXPIRES ON 04/27/2018 ERECTION STARTS: 3/9/2018, ERECTION ENDS: 3/19/2018.  SELF-CERT.CHIEF O'NEILL'S RESTAURANT TENT REINSTATEMENT. SAME 30X60 TENT AS PERMIT # 100637058 FROM 2016. ULTIMATE RENTAL SERVICES, INC.* ALTERNATIVE CODE APPROVAL FOR INSTALLATION CLOSER THAN 20' TO ANY STRUCTURE GRANTED** SELF-CERTIFIED TENT PERMIT ** CONDITIONAL APPROVAL** SUBJECT TO FIELD INSPECTION ** AOR CERTIFICATION OF INSPECTION REQUIRED.","250","75","0","325","0","0","0","0","0","0","0","0","325","2000","21","210100","33","41.944311953934424","-87.7052548221551","POINT (-87.705254822155 41.944311953934)","row-zyqm_ht67_gjup","rv-3jt4~ivhq_vekd","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","39","22","21538","425","20","2"
"2914534","100745728","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-27T00:00:00.000","2018-02-27T00:00:00.000","0","46","E","CHICAGO AVE","SELF CERT; INTERIOR ALTERATIONS TO EXISTING MERCANTILE RESTAURANT SPACE FOR NEW TENANT","750","75","0","825","0","0","0","0","0","0","0","0","825","200000","8","81201","42","41.89681130646016","-87.6264488028737","POINT (-87.626448802874 41.89681130646)","row-h8mi.mqxt.4sjz","rv-xm7m-p5c9~7z4n","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","6","37","21182","104","36","22"
"2918416","100747788","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-26T00:00:00.000","2018-02-26T00:00:00.000","0","230","N","MICHIGAN AVE","SELF CERTIFICATION; INTERIOR ALTERATIONS TO EXISTING ST JANE HOTEL FIRST FLOOR RESTAURANT AS PER PLANS","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","350000","32","320100","42","41.886517288719745","-87.62467768642945","POINT (-87.624677686429 41.88651728872)","row-nned.bsuf_ekyr","rv-dgjj~phrm~wdfp","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","42","38","14309","580","36","22"
"2912546","100744664","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-26T00:00:00.000","2018-02-26T00:00:00.000","0","151","N","FRANKLIN ST","SELF-CERT: FIRST TIME TENANT BUILDOUT FOR A NEW RESTAURANT SPACE ON THE FIRST FLOOR OF AN EXISTING 35-STORY BUILDING AS PER PLANS. AREA OF WORK: 2,415 SF.","1714.65","75","0","1789.65","0","0","0","0","0","0","0","0","1789.65","1","32","839100","42","41.8844994926551","-87.6352335760181","POINT (-87.635233576018 41.884499492655)","row-7y83.puvu.a36c","rv-paun_5hk4_7v2h","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","46","38","14914","92","36","22"
"2888810","100730903","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-11T00:00:00.000","2018-02-23T00:00:00.000","43","6801","N","SHERIDAN RD","EXISTING TYPE I-A MIXED USE MULTI-FAMILY RESIDENTIAL [A-2], MERCANTILE [F], AND RESTAURANT [C-2] BUILDING; 9 STORIES PLUS BASEMENT AND ROOF PENTHOUSE, 160 DWELLING UNITS & 5 GROUND FLOOR COMMERCIAL SPACES. PARTIAL REHAB OF [A-2] RESIDENTIAL GROUND FLOOR, MEZZANINE, AND ROOF PENTHOUSE. RESIDENTIAL ROOF DECK ADDITION. EXISTING 5 GROUND FLOOR COMMERCIAL SPACES TO REMAIN.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **","15912.61","75","0","15987.61","0","0","0","0","0","0","0","0","15987.61","3500000","1","10400","49","42.00561787658474","-87.66078593720823","POINT (-87.660785937208 42.005617876585)","row-5djd-fqft-n62x","rv-562v~42xr-s4sv","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","9","10","21853","267","5","3"
"2913357","100745119","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-23T00:00:00.000","2018-02-23T00:00:00.000","0","11","N","MICHIGAN AVE","SELF CERT: ERECT SEASONAL OUTDOOR CAFE ON ICE RINK AT MILLENNIUM PARK (OUTDOOR PORTION OF EXISTING RESTAURANT); IT'S A SAME STRUCTURE USED FOR THE LAST 11 YEARS; LAST YEAR 2017 SELF CERT PERMIT # WAS 100689897.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","32","320100","42","41.882380740887285","-87.62422863136193","POINT (-87.624228631362 41.882380740887)","row-gkci.6evz-4fzv","rv-ip4d-c8x6.c3hc","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","41","38","14309","580","36","22"
"2852257","100708301","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-07-21T00:00:00.000","2018-02-22T00:00:00.000","216","17","W","ADAMS ST","INSTALLATION OF NEW ACCESSORY BREWERY WITH NEW PLUMBING, ELECTRICAL, MECHANICAL UPGRADES & FACADE RESTORATION WORK, NO CHANGE IN EXISTING USE AS RESTAURANT WITH INCIDENTAL LIQUOR, PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **","2000","75","0","2075","0","0","0","0","0","0","0","0","2075","750000","32","839100","42","41.879341938770445","-87.62841188861722","POINT (-87.628411888617 41.87934193877)","row-wa6h_3qnu~g4j5","rv-bemx.363x-9i6r","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","29","38","14912","92","36","22"
"2910119","100743489","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-21T00:00:00.000","2018-02-21T00:00:00.000","0","461","W","CHICAGO AVE","SELF-CERT: INTERIOR ALTERATIONS TO EXISTING 1ST FLOOR RETAIL SPACE FOR A NEW JIMMY JOHNS RESTAURANT AS PER PLANS.","750","75","0","825","0","0","0","0","0","0","0","0","825","124500","8","81900","42","41.89639200221643","-87.6408871858314","POINT (-87.640887185831 41.896392002216)","row-5cbd_fnef-ex3m","rv-47h2~gc74~f2ga","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","55","37","4446","617","36","22"
"2909923","100743366","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-01-24T00:00:00.000","2018-02-21T00:00:00.000","28","2048","W","ARMITAGE AVE","ERECT STEEL/CONCRETE STAIRWAY AND BALCONY FOR SECOND MEANS OF EGRESS ADJACENT TO SECOND FLOOR OF ASSEMBLY/RESTAURANT (C2) BUILDING.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","40000","22","832200","32","41.917829917196265","-87.67953075090323","POINT (-87.679530750903 41.917829917196)","row-zpdv~pqdv~v3r2","rv-g86j-yzu4.nd3m","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","1","23","22535","178","40","16"
"2919027","100748160","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2018-02-21T00:00:00.000","2018-02-21T00:00:00.000","0","5130","N","WESTERN AVE","REPAIR AND OR REPLACEMENT OF EXISTING WOOD FLOOR JOISTS AT REAR DINING AREA FIRST FLOOR. EXISTING 2-STORY MASONRY BUILDING WITH RESTAURANT ON THE 1ST FLOOR AND AN APARTMENT ON THE 2ND FLOOR.","500","75","0","575","0","0","0","0","0","0","0","0","575","4200","4","40201","40","41.975017917226396","-87.68926689317072","POINT (-87.689266893171 41.975017917226)","row-sfv2-952c~nuk5","rv-bhjs~9vrb~vkhf","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","20","6","21849","28","24","46"
"2898021","100736569","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-21T00:00:00.000","2018-02-21T00:00:00.000","0","1453","E","53RD ST","SELF-CERT: TENANT INTERIOR IMPROVEMENTS FOR NEW 2594 SF MERCANTILE SPACE (RESTAURANT UNDER 100 OCCUPANTS) PER ATTACHED PLANS. CHANGE OF USE FROM OFFICE TO MERCANTILE PER PLANS.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","100000","41","410800","5","41.7994278540466","-87.58972048912777","POINT (-87.589720489128 41.799427854047)","row-c5k9.7km3~rxub","rv-qhpg_m9bd_yz2t","2025-10-14T20:50:16.306Z","2025-10-14T21:00:41.748Z","10","8","21192","500","33","1"
"2905935","100741310","PERMIT - RENOVATION/ALTERATION","SELF CERT","2018-02-20T00:00:00.000","2018-02-20T00:00:00.000","0","5708","S","WESTERN AVE","BUILDOUT RESTAURANT TENANT SPACE WITHIN THE EXISTING 1ST FLOOR COMMERCIAL SPACE (1200 SF). WORK TO INCLUDE;- NEW KITCHEN & TOILET ROOMS.- NEW DINING ROOM & FINISHES.- NEW OPEN WOOD PORCH (146 SF), IN SAME LOCATION AS EXISTED.","1500","75","0","1575","0","0","0","0","0","0","0","0","1575","50000","63","835100","16","41.78988776718009","-87.6840754391918","POINT (-87.684075439192 41.78988776718)","row-pgjz-knqi-4ab2","rv-q3vh.univ~g2rm","2025-10-14T20:50:16.306Z","2025-10-14T21:02:00.132Z","58","61","22257","112","2","19"
"2850792","100707351","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2017-06-29T00:00:00.000","2018-02-20T00:00:00.000","236","4212","N","MILWAUKEE AVE","RELOCATE  EXISTING BAR AREA IN EXISTING RESTAURANT 1ST. FLOOR, PLUMBING AND ELECTRICAL  WORK PER PLANS","500","75","0","575","0","0","0","0","0","0","0","0","575","4600","15","150200","45","41.95733219749337","-87.75179741856313","POINT (-87.751797418563 41.957332197493)","row-t7vk~zjnx_vc7f","rv-2id7~ut4d.9fyq","2025-10-14T20:50:16.306Z","2025-10-14T22:28:47.593Z","21","15","22618","259","50","20"
